latitude,longitude,As,Cu,El,FA,NDVI,Rn,SPI,STI,Sl,TPI,TRI,TWI,SoilTextureClass,GLG
24.11,89.8,228,0.0,13,0.31259054,0.3129834,0.968044181684198,0.0054562881621408,0.0097590913581763,1,2.1234567901234858,0.6285393610547179,4.320128114229808,4,asl
24.76,88.3,66,-0.0183742960416175,26,0.007775822,0.33247918,2.215578480893396,0.0005437384558957645,0.0061661898082914,4,1.0370370370370985,1.7069212773041482,2.668051873851593,4,ppc
23.88,89.35,228,0.0,17,0.007829077,0.36452892,1.1233762403692154,0.0004103045189933968,0.0046371487651616,3,0.5432098765432372,0.9428090415820634,2.956498827490589,4,dsl
23.88,89.35,228,0.0,17,0.007829077,0.36452892,1.1233762403692154,0.0004103045189933968,0.0046371487651616,3,0.5432098765432372,0.9428090415820634,2.956498827490589,4,asd
23.66,91.1,132,0.0,8,0.039211087,0.3584458,1.2764486343764812,0.002054965989215,0.0103776781602118,3,-0.8271604938271402,0.8748897637790918,2.9871620941067043,4,asc
23.24,89.18,0,0.018159320038048,11,0.07866253,0.34015724,1.274816137693174,0.0041225284884802,0.0146987265813172,3,1.3580246913580485,1.2862041003100262,3.0244221142312866,4,dsl
24.93,90.19,270,-0.0183997633684517,18,0.00776521,0.25979447,1.0537412770143415,0.00027116710036225963,0.0030772331412319,2,0.1851851851852188,0.7856742013183933,3.3624087281073862,6,asc
22.58,92.07,82,0.0180699450394668,37,0.0474272,0.4886138,4.266428911881879,0.0058233278999571,0.0267397598940206,7,-0.5555555555554648,2.70801280154532,2.1436608681027725,6,Tt
23.18,91.22,144,0.0,13,0.007870328,0.37502295,1.2728543779193997,0.0004124663960069383,0.0046493491849508,3,0.5061728395062026,1.2862041003100262,2.956539757274777,4,ac
24.64,90.15,270,-0.018356418374763,21,0.007783242,0.36608133,0.9035079029052512,0.0004079024307112091,0.0046235549696882,3,-0.1234567901234129,1.1331154474650682,2.9564533479363786,4,rm
25.12,90.29,270,0.0,18,0.10079191,0.25166976,2.058697177619346,0.0017593293123534,0.0055415888856217,1,-1.0493827160493332,0.6285393610547179,4.144155256562903,6,afy
24.34,89.56,103,0.0183124290331337,13,0.007801633,0.36090556,1.4637078430237624,0.0005455433140310125,0.0061764152003638,4,-0.3703703703703471,1.4487116456005895,2.6680774850468065,4,asl
23.56,90.03,90,0.0,7,0.00784805,0.28464237,0.7470614374580888,0.0001369882300829565,0.0015463306407426,1,-1.0864197530864177,0.4714045207910317,4.055942833363508,4,dsd
25.08,91.62,331,-0.0184217743449794,15,0.007756121,0.20605877,1.5107555529242245,0.00027084971327548266,0.0030754317427312,2,2.0123456790123697,0.7856742013183933,3.3623997093221547,4,afy
22.65,89.76,47,0.0180800733634178,12,0.015800446,0.44117093,1.8321939336704844,0.0008280663007910957,0.0065876487401488,3,0.0740740740741028,0.9428090415820634,2.9643771577895395,4,dt
24.32,89.06,0,0.0,19,0.0078025386,0.29985732,1.44422906228196,0.0001361938174095873,0.0015418404345801,1,0.493827160493872,0.4157397096415625,4.055897674870431,4,asc
26.06,88.82,66,-0.0185742751474585,52,0.007693446,0.33927038,1.577380723178831,0.00026866104652900955,0.0030629806524448,2,-0.9382716049381372,1.165343164633521,3.362337514547989,6,afy
25.92,88.53,90,-0.0185522212783495,46,0.023107557,0.32789823,1.3460108120686742,0.0012110157274363,0.007966595568483,3,-1.012345679012256,0.9558139185603154,2.9715448589590183,7,afo
22.89,92.31,282,0.0181120541956155,376,0.007886466,0.3565408,20.77418703937704,0.0031863389472537,0.035879862027194,22,7.1975308641982565,9.604525682210951,0.9141310177051511,4,Tb
25.66,89.69,160,-0.0185110662068107,26,0.0077192546,0.26113072,1.53237993164026,0.0004045489906170095,0.0046045102029893,3,1.2345679012346302,1.1547005383792517,2.9563898526552363,4,asl
24.01,89.32,132,-0.0182660155205742,12,0.007821127,0.37271658,1.9474563980546604,0.00040988788922825126,0.0046347938497268,3,-0.7777777777777484,1.099943881845742,2.9564909394458443,4,asl
21.71,92.53,327,-0.0538779824166325,182,0.015904872,0.43794388,22.319272782195057,0.0070813051378721,0.056149801217844,24,-17.160493827159883,9.87827145373031,0.824946943849651,4,Tb
22.68,91.75,260,0.0,18,0.007898751,0.32105488,2.113994148992417,0.0006910511435760871,0.0077755476321306,5,-0.4444444444443931,1.7638342073763935,2.444113772600757,6,QTdi
25.07,91.39,246,-0.0552639851058227,16,0.0077562644,0.29834068,1.3567975623342612,0.000270854721740629,0.0030754601775435,2,3.0246913580247163,1.0540925533894598,3.3623998516419715,4,afy
23.52,89.21,270,0.0363950236514366,7,397.08554,0.35190472,1.41156052781964,27.76692593501473,1.393431953167128,4,-0.7283950617283814,0.6666666666666666,8.646973036311525,4,dsl
21.19,92.08,0,-0.0715824414430356,52,0.00798024,0.41405535,3.1183780318227208,0.0001392955999695899,0.0015592991187338,1,0.6543209876544296,1.1967032904744093,4.05607398454649,7,Tbb
24.48,89.54,132,0.0366660758482025,17,0.00779302,0.37290585,1.4218500774163605,0.00013602766993622706,0.0015408996757644,1,1.802469135802488,0.6666666666666666,4.055888229937559,4,asl
24.62,91.53,151,0.0183544787579707,11,0.031136263,0.25720623,1.8482631400143,0.001087302268711,0.0061619341033081,2,1.0617283950617562,1.0540925533894598,3.3853348747244505,4,asc
24.45,88.98,132,-0.0183285663551951,17,0.0077949036,0.39316657,0.9081059371953965,0.00013606054829490532,0.0015410858849059,1,0.469135802469161,0.4714045207910317,4.055890098970297,4,asl
23.36,88.98,331,-0.0181754416677258,9,0.02357846,0.3544277,1.5988854927184413,0.0008233779455717158,0.0053621815935213,2,-0.0740740740740477,1.3698697784375513,3.3779782935239786,4,lake
25.76,89.33,228,0.0185264163352978,31,0.015426053,0.28530163,1.3518771560554623,0.00026926275206254325,0.0021679480667216,1,-0.790123456790063,0.5665577237325118,4.063433699492237,7,afy
24.41,91.68,228,0.0366464049610081,9,0.046782363,0.2312197,0.9502405491283924,0.0008165891872587733,0.0037753963081089,1,-0.3333333333333073,0.4969039949999476,4.093846461921339,6,ppc
22.78,91.2,0,0.0,7,0.12628955,0.19719459,1.127077654815026,0.0022043922337331,0.0062030484092154,1,-0.7037037037036846,0.4157397096415474,4.167054061427465,4,dt
23.93,90.82,0,0.0,6,0.14086643,0.2826934,1.325745450523405,0.0024588326576576,0.0065512658079973,1,-2.6419753086419604,0.8748897637790918,4.179913417516413,4,asd
22.09,92.09,0,-0.0180075496822499,10,0.007931463,0.43582457,2.7174295127965893,0.00041567038432737085,0.0046673720396306,3,-0.4938271604938027,1.4487116456005895,2.9566004137732254,7,ava
24.19,89.63,0,0.0,13,0.007810676,0.33410645,1.456290838768261,0.0001363358567959662,0.0015426442339106,1,0.1234567901234822,0.4714045207910317,4.055905749267779,4,asl
22.58,89.93,270,-0.018070298431777,4,0.007904397,0.36038327,1.4094936040679185,0.00013797176850409472,0.0015518718302424,1,-1.135802469135795,0.6666666666666666,4.05599873990946,4,dt
24.44,89.61,270,-0.036655643636074,16,0.0077951765,0.4069313,1.3035689324629585,0.00040852788784868064,0.0046270983755849,3,1.1234567901234858,0.6666666666666666,2.956465190128201,4,asl
22.53,89.7,180,0.0,6,0.007906941,0.16168694,0.7318539215118812,0.00013801616444849538,0.0015521214873817,1,-0.6049382716049285,0.4714045207910317,4.056001263401518,4,ppc
25.5,88.89,121,-0.0184858680457667,36,0.092755005,0.23372781,2.9472666446589004,0.0064860617749238,0.0212967044865888,4,1.6790123456790909,1.4989708403591306,2.7490081622810405,7,rb
21.98,92.02,259,0.2159244341173754,54,0.023812562,0.49203825,12.195410201690844,0.0059371385826989,0.0384746007832119,14,-6.7777777777776365,6.2182527020592095,1.412519434038142,6,QTdd
26.41,88.6,312,0.0,79,0.23779508,0.29061702,1.2968420298219665,0.0041507286433093,0.0085118292962428,1,-1.382716049382566,0.816496580927726,4.261457058013464,7,afo
23.01,89.73,90,0.0362540617164743,5,0.08668105,0.28681704,0.8796841658062168,0.0015130234089015,0.0051390584585398,1,-0.0246913580246816,0.6666666666666666,4.131253564302082,4,dsl
25.18,89.37,0,0.0553130186757944,25,0.015499081,0.27190343,1.5810729753670774,0.00027053747325779515,0.0021730736667749,1,0.7777777777778212,0.9558139185603154,4.063505616203659,4,asl
24.77,90.38,246,-0.0183756914382423,17,0.015550381,0.22784634,2.2313132569137304,0.0005430312554873936,0.0043546606411624,2,-0.209876543209841,1.1547005383792517,3.37010422480804,4,ac
22.43,90.71,270,-0.0361019531263585,11,0.007912731,0.37578702,2.039999836669355,0.0001381172298407835,0.0015526896710471,1,3.7160493827160663,0.8748897637790918,4.056007007995172,4,de
26.12,89.71,66,0.0,30,0.015380143,-0.033649817,1.3838480414828185,0.0005370864350161311,0.0043307587781291,2,-0.3580246913579614,0.7370277311900736,3.3699365800923355,7,asd
26.01,88.54,132,0.0742633043555471,56,0.00769687,0.33334947,1.871774610252732,0.0004033758527631956,0.0045978291246763,3,1.8271604938272787,1.4989708403591306,2.95636763907515,6,afo
26.29,88.65,90,0.0186110338135965,70,0.007678467,0.27001557,1.6781914463529617,0.00013402813739896862,0.0015295325562102,1,0.9135802469137388,0.6849348892185129,4.055774556146379,7,afo
24.69,88.19,180,-0.018363714208473,21,0.1400438,0.3705641,1.0686553029866117,0.0048904370877437,0.0130681990440532,2,-0.913580246913515,0.7856742013183933,3.4857401908379666,4,asc
23.23,90.84,0,0.0181573397542911,9,0.08653851,0.3277176,1.299729251272709,0.0015105352852596,0.0051348312027339,1,-0.81481481481479,0.6285393610547078,4.13112238150702,4,asc
21.78,92.37,29,0.287485660904633,425,0.007948686,0.4917502,31.24611762638974,0.0040500579949344,0.0454269481733857,27,14.5185185185195,12.864920242251811,0.6821927396000247,7,Tbb
24.68,89.57,270,-0.0183624836477873,10,3.625656,0.32902223,1.689322619312235,0.1900125736137565,0.0997904655713779,3,-3.580246913580222,1.2862041003100262,4.480318413932242,4,asl
24.93,89.2,151,0.0183995622358636,21,0.0077652815,0.358392,1.1969696570297987,0.00027116960459483284,0.0030772473503481,2,0.4691358024691752,1.0304020550550836,3.362408799266656,7,rb
22.64,89.65,90,-0.0542354304720843,6,0.007900878,0.18012007,1.3000496578475893,0.0002759047343819871,0.003103998329741,2,-0.7407407407407334,0.993807989999908,3.3625433417606976,4,ppc
23.94,89.34,270,-0.0365111760018007,16,0.007825526,0.40283796,1.4882575227350665,0.0005472141135507085,0.0061858660194911,4,1.9629629629629888,1.0304020550550836,2.668101193346433,4,asd
23.0,89.91,0,0.0362526862557398,2,0.007880358,0.36359322,1.1994028779522543,0.0001375521609915097,0.0015495102133007,1,-1.2839506172839452,0.4157397096415492,4.05597488885271,4,ppc
22.91,90.75,270,0.0362282113533021,4,0.007885603,0.31319964,1.3481750665235726,0.00013764371645063253,0.0015500258086906,1,-2.444444444444435,1.0304020550550774,4.055980093036967,4,dt
21.32,92.12,160,-0.0179112037246878,11,1.0525122,0.37192768,1.9830602898767693,0.0551598254396021,0.0537661971589004,3,-0.8641975308641676,1.342560663732728,3.667764730211878,6,QTdt
25.02,89.05,180,0.0,17,0.57423437,0.42813575,1.0101525445522108,0.0200527059438854,0.0264623491389601,2,-2.370370370370328,0.9428090415820634,3.808442549931324,7,rb
25.24,89.39,36,0.0368926613099337,21,0.015491976,0.29843417,2.1404262207554194,0.0008119000799707814,0.0065230269193827,3,-1.9135802469135363,1.3333333333333333,2.964073439951453,4,afy
24.58,89.19,270,-0.0183477602079691,14,0.0077868807,0.31368586,1.1573426023475744,0.00013592050843293555,0.0015402926019991,1,-0.3086419753086122,0.8314794192830948,4.05588213811415,4,asc
25.58,89.3,132,0.0,26,8.665973,0.29059902,1.0875847015897286,0.151265116313203,0.0513842624411535,1,-1.419753086419707,0.4969039949999985,6.31673716876826,7,afy
21.96,92.17,197,0.0359804409845618,35,0.007938976,0.37170488,2.85903727283274,0.0009747837312434706,0.0109402190296183,7,-0.1481481481480742,1.8121673811444297,2.105231625250083,4,QTdd
22.7,90.85,0,0.0,6,0.0236922,-0.20474224,1.1103241231620762,0.0004135488886002407,0.0026867308576612,1,0.4814814814814889,0.4714045207910317,4.0715413141392025,4,dt
24.9,88.42,132,0.0,26,0.0077671516,0.31976697,1.7023393268304263,0.000407059165428592,0.0046187733108392,3,-3.3827160493826653,1.3698697784375422,2.956437381617528,7,rb
25.85,89.43,48,-0.0185404100961672,30,0.0077072713,0.3077802,1.749159374466617,0.00013453092025008382,0.0015323987561395,1,-0.2592592592592062,0.7370277311900736,4.055803140659712,7,afy
23.5,89.65,156,0.0,9,0.007851658,0.322964,2.105703169782877,0.0006869310989132944,0.0077523340858297,5,-0.2592592592592382,2.10818510677892,2.4440670482386726,4,dsl
22.98,91.71,270,-0.0181229797185935,17,0.007881781,0.21483012,2.05282183048646,0.0002752378604999949,0.0031002448099984,2,1.851851851851876,0.9428090415820634,3.3625243945103,6,QTdt
22.98,91.71,270,-0.0181229797185935,17,0.007881781,0.21483012,2.05282183048646,0.0002752378604999949,0.0031002448099984,2,1.851851851851876,0.9428090415820634,3.3625243945103,6,QTdt
22.98,91.71,270,-0.0181229797185935,17,0.007881781,0.21483012,2.05282183048646,0.0002752378604999949,0.0031002448099984,2,1.851851851851876,0.9428090415820634,3.3625243945103,4,QTdt
22.98,91.71,270,-0.0181229797185935,17,0.007881781,0.21483012,2.05282183048646,0.0002752378604999949,0.0031002448099984,2,1.851851851851876,0.9428090415820634,3.3625243945103,4,QTdt
23.34,88.85,227,0.0363456423227163,12,0.007860569,0.32727987,2.1458676617297803,0.00013720674721390985,0.001547563465971,1,2.864197530864219,0.6849348892187711,4.055955254640994,4,ppc
26.49,88.46,270,0.055928973896338,85,0.0076655596,0.26822013,1.7612611437054218,0.000267687241544296,0.003057424481136,2,-1.160493827160309,1.0540925533894598,3.362309840941334,7,afo
25.83,88.83,37,-0.0370733888890801,40,0.04625307,0.3235074,2.181097087810568,0.0024240206960521,0.0112710931863871,3,-2.3456790123455846,1.4989708403591306,2.993915516405377,7,afy
21.87,92.48,332,0.197767041330097,201,0.023831882,0.47308946,17.013432721272494,0.0096287051704236,0.0623718639266593,22,-14.074074074073536,6.533862412439845,0.9298278226910974,4,Tb
23.28,90.68,65,0.090821756453494,12,0.007864133,0.43880618,1.8516401995451028,0.0002746215916294818,0.0030967720773008,2,-0.4197530864197247,0.993807989999908,3.362506884732565,4,asl
25.43,89.31,180,0.0554260619065836,26,1.260694,0.24607871,0.9409911741549865,0.0220054960949763,0.0195986571763335,1,0.4691358024691965,0.6285393610547179,4.863797276393834,6,afy
24.2,90.25,245,-0.0365868186533929,12,0.0078096264,0.28992188,1.3592510861507543,0.000272718163477596,0.0030860214067653,2,1.407407407407435,1.099943881845742,3.362452801525489,4,rm
22.92,89.08,313,0.0543453422066911,7,0.0236556,0.42651382,1.648140825271019,0.0012397375079351,0.0080605142320308,3,-0.4938271604938018,1.2862041003100262,2.972080381821749,4,dsl
22.43,91.54,133,-0.0361017428465065,4,0.015825503,0.17873761,0.962001938725932,0.0002762351749585914,0.002195837633879,1,-1.2098765432098677,0.4969039949999539,4.06382700365419,4,dm
23.9,89.82,331,-0.0182505611778232,12,0.007827654,0.34162375,1.0269180102374804,0.0002733476852672465,0.0030895811218222,2,1.1851851851852118,0.6666666666666666,3.362470688816616,4,asl
22.54,92.09,0,0.0,13,0.30044156,0.2683113,0.7998333853985907,0.0052442269915592,0.0095675661814266,1,0.716049382716081,0.4714045207910317,4.310829289423589,7,Tt
22.67,89.52,90,0.0180829498868146,5,0.007898981,0.31499958,1.6473825363763728,0.0005523505415648943,0.0062148300416748,4,1.2839506172839568,1.699673171197595,2.6681740746777405,4,dt
22.45,92.22,234,-0.1083201661658844,79,0.007911711,0.43930283,11.32695347620274,0.00153788082997,0.017289700724609,11,11.913580246913725,4.802262841105393,1.645819260049211,7,QTg
22.82,89.11,313,0.0,5,0.03156224,0.361637,1.4637078430237638,0.0005509209298319703,0.0031010257336131,1,-0.1111111111111045,0.5665577237325313,4.079199808667977,4,dsl
22.82,92.01,253,-0.1086098650150602,123,0.007890948,0.42289647,12.391772202784288,0.0016772727952681,0.0188816137643174,12,10.604938271605192,5.830951894845301,1.5564071308528344,6,Tt
24.6,91.41,114,0.0183513150120608,8,0.023356196,0.2575622,1.296842029821816,0.0008156163206298493,0.0053368482765038,2,0.8395061728395161,0.993807989999908,3.3777611260066283,7,ppc
23.77,89.04,304,-0.0364632934221076,9,0.007835602,0.36417782,2.0637487069725893,0.0006855263808279282,0.0077444035839048,5,-2.1481481481481257,2.165954298846435,2.4440511171947064,4,dsl
24.23,89.09,228,-0.0182972797964836,16,0.039040167,0.41436866,1.4109702871382577,0.0006814486477802029,0.0034488737860712,1,1.1481481481481843,0.9162456945817083,4.086422789229736,4,ppc
23.8,90.59,312,0.018236371692056,9,0.03133458,0.32894605,1.8321939336704844,0.0005469471107851555,0.0030898215694528,1,0.8888888888889106,0.9428090415820634,4.078979089977962,4,asl
22.52,90.17,100,-0.0361241566284504,0,0.02372368,0.38631597,2.4048749600573904,0.0020755531031373,0.0134754356913076,5,-5.271604938271596,2.096440251568134,2.459692700682646,4,dt
22.55,92.48,84,-0.0180668374876894,395,0.007905891,0.42237297,17.30694068146588,0.0027222166358195,0.0306159167275646,19,9.148148148148891,7.702813338860896,1.0740365139570005,4,Tb
22.5,92.44,298,0.0361197214322508,79,0.007908894,0.36778557,5.053895285752398,0.0011115225290735,0.0124985720795021,8,-1.8518518518516487,3.201080064641707,1.9701349763632965,4,Tbb
24.72,88.99,180,-0.0183682044951715,15,0.023334859,0.28309572,0.8933089236015956,0.0008148712301330709,0.0053344100323216,2,0.7777777777777999,0.8748897637790918,3.377740276157171,4,asl
25.29,89.59,29,0.0,21,0.0077425577,0.2480473,1.4781484867128063,0.00027037607183288845,0.0030727415251791,2,-1.1975308641974785,0.9558139185603154,3.362386250304336,4,asl
24.96,90.05,228,0.018404514329688,17,0.015526479,0.3265493,1.25107201012197,0.0002710157009737887,0.0021749934843727,1,-1.0370370370369812,0.4157397096415625,4.063532595329903,4,asl
21.88,92.21,319,-0.0179808251574234,53,0.015886141,0.47508493,6.939495760938007,0.0033767035064608,0.0267906791088322,12,2.5802469135803605,5.4114647386159564,1.5643084303895154,4,Tt
24.65,91.63,90,0.0,13,0.007782423,0.21668316,1.7751583043251125,0.00013584269767208832,0.0015398516512607,1,-0.1604938271604723,1.4229164972072976,4.055877714772818,7,asc
24.15,89.33,340,0.0365705225355029,9,0.007813049,0.30154687,1.91662969499982,0.0004094645238834912,0.004632399636465,3,0.93827160493829,1.342560663732728,2.956482923812739,4,asc
23.19,90.34,280,0.0,9,0.21247287,0.28741044,2.054241556271284,0.0185889675145755,0.0403277066565535,5,1.839506172839516,2.0245407953654007,2.6289080228174835,4,ac
22.64,91.86,279,-0.0180784768240281,13,0.10271043,0.39162192,1.8735538640862857,0.0107953015462557,0.0336842977287873,6,0.5432098765432389,2.0,2.3505738837620376,6,QTdi
25.05,90.58,270,0.0184178035983587,9,0.0077577024,0.25369745,1.2204013377735534,0.0002709049364820968,0.0030757452497025,2,-1.1111111111110803,0.7370277311900908,3.362401278535636,7,ppc
25.85,88.36,331,-0.0185400298721374,49,0.0077074445,0.29870608,1.355261854357877,0.00026914989224079817,0.0030657660291792,2,0.1728395061729983,1.1331154474650236,3.362351406285049,7,afo
25.73,89.02,294,-0.0370446806121133,35,0.092577115,0.27924484,1.1110740888829371,0.0032328640826941,0.0106251635954423,2,0.0246913580247962,0.9162456945816532,3.443212743442853,4,afy
24.2,89.36,270,0.0,12,0.007810043,0.33896226,1.474480968831712,0.0006832902391147733,0.0077317624006729,5,-0.8148148148147865,1.699673171197595,2.444025756371195,4,ppc
24.97,90.16,48,-0.0184050785421526,18,0.038815048,0.3000826,1.1566226379840503,0.0006775191759089007,0.0034389157020203,1,-1.7777777777777253,0.8314794192830948,4.086206104937155,4,asl
24.97,90.16,48,-0.0184050785421526,18,0.038815048,0.3000826,1.1566226379840503,0.0006775191759089007,0.0034389157020203,1,-1.7777777777777253,0.8314794192830948,4.086206104937155,4,asl
24.97,90.16,48,-0.0184050785421526,18,0.038815048,0.3000826,1.1566226379840503,0.0006775191759089007,0.0034389157020203,1,-1.7777777777777253,0.8314794192830948,4.086206104937155,6,asl
24.97,90.16,48,-0.0184050785421526,18,0.038815048,0.3000826,1.1566226379840503,0.0006775191759089007,0.0034389157020203,1,-1.7777777777777253,0.8314794192830948,4.086206104937155,6,asl
24.79,89.52,160,-0.0367580067210328,21,0.0077738385,0.36391568,1.7393694491969345,0.0004074096108027421,0.0046207610802485,3,-0.4567901234567415,1.1967032904743249,2.9564440169537662,4,asc
24.76,91.39,0,0.0183744953405297,7,0.14773703,0.18811882,0.7420268964366435,0.0077425694617876,0.0201437551473646,3,-0.0370370370370309,0.9162456945817016,3.086492439489066,7,ppc
22.78,89.33,253,0.0180968494295111,3,0.26047173,0.029665766,1.959821324803918,0.027376682139681,0.0536414507671323,6,-0.6049382716049325,1.5713484026367723,2.484288745342367,4,H2O
23.19,92.22,65,0.0181519936773966,96,0.007869394,0.47712687,3.2412378279333622,0.0002748052787148508,0.0030978075784523,2,1.864197530864402,1.685083432011669,3.362512103785412,6,Tbb
22.98,91.71,180,0.036247188366206,17,26.97058,0.25227812,2.2493462421967068,1.8859666160435284,0.3631523549308396,4,-1.037037037036992,1.685083432011459,5.991459340577026,6,QTdt
22.98,91.71,180,0.036247188366206,17,26.97058,0.25227812,2.2493462421967068,1.8859666160435284,0.3631523549308396,4,-1.037037037036992,1.685083432011459,5.991459340577026,6,QTdt
22.98,91.71,180,0.036247188366206,17,26.97058,0.25227812,2.2493462421967068,1.8859666160435284,0.3631523549308396,4,-1.037037037036992,1.685083432011459,5.991459340577026,4,QTdt
22.98,91.71,180,0.036247188366206,17,26.97058,0.25227812,2.2493462421967068,1.8859666160435284,0.3631523549308396,4,-1.037037037036992,1.685083432011459,5.991459340577026,4,QTdt
24.39,88.57,312,0.0183196846147052,19,0.007798584,0.34104654,1.4804009047609947,0.0005453301292469418,0.0061752082875787,4,-1.4567901234567415,1.6178021976178965,2.668074459958377,4,asl
